date,US 10yr bond,UK 10yr bond
2007-02-20,4.676,4.909
2007-02-21,4.692,4.887
2007-02-22,4.73,4.935
2007-02-23,4.672,4.891
2007-02-26,4.627,4.84
2007-02-27,4.513,4.801
2007-02-28,4.568,4.797
2007-03-01,4.552,4.788
2007-03-02,4.499,4.777
2007-03-05,4.497,4.753
2007-03-06,4.53,4.766
2007-03-07,4.489,4.769
2007-03-08,4.514,4.775
2007-03-09,4.589,4.819
2007-03-12,4.554,4.811
2007-03-13,4.493,4.768
2007-03-14,4.536,4.737
2007-03-15,4.538,4.785
2007-03-16,4.545,4.783
2007-03-19,4.565,4.813
2007-03-20,4.551,4.832
2007-03-21,4.538,4.834
2007-03-22,4.585,4.868
2007-03-23,4.613,4.904
2007-03-26,4.603,4.911
2007-03-27,4.599,4.943
2007-03-28,4.622,4.932
2007-03-29,4.644,4.957
2007-03-30,4.646,4.969
2007-04-02,4.642,4.981
2007-04-03,4.666,5.023
2007-04-04,4.65,4.994
2007-04-05,4.68,4.999
2007-04-06,4.751,4.997
2007-04-09,4.745,4.998
2007-04-10,4.72,5.021
2007-04-11,4.732,5.024
2007-04-12,4.737,5.058
2007-04-13,4.763,5.103
2007-04-16,4.737,5.08
2007-04-17,4.682,5.089
2007-04-18,4.652,5.043
2007-04-19,4.666,5.069
2007-04-20,4.672,5.067
2007-04-23,4.642,5.054
2007-04-24,4.622,5.057
2007-04-25,4.652,5.06
2007-04-26,4.698,5.093
2007-04-27,4.694,5.115
2007-04-30,4.624,5.043
2007-05-01,4.638,5.066
2007-05-02,4.644,5.103
2007-05-03,4.674,5.133
2007-05-04,4.64,5.111
2007-05-07,4.628,5.111
2007-05-08,4.636,5.091
2007-05-09,4.667,5.085
2007-05-10,4.64,5.103
2007-05-11,4.674,5.087
2007-05-14,4.696,5.135
2007-05-15,4.704,5.137
2007-05-16,4.712,5.129
2007-05-17,4.754,5.153
2007-05-18,4.802,5.167
2007-05-21,4.784,5.175
2007-05-22,4.826,5.172
2007-05-23,4.849,5.227
2007-05-24,4.841,5.21
2007-05-25,4.859,5.234
2007-05-28,4.859,5.234
2007-05-29,4.884,5.23
2007-05-30,4.87,5.242
2007-05-31,4.89,5.255
2007-06-01,4.954,5.291
2007-06-04,4.929,5.293
2007-06-05,4.993,5.319
2007-06-06,4.966,5.277
2007-06-07,5.132,5.352
2007-06-08,5.101,5.391
2007-06-11,5.154,5.385
2007-06-12,5.295,5.447
2007-06-13,5.2,5.478
2007-06-14,5.223,5.475
2007-06-15,5.165,5.483
2007-06-18,5.136,5.493
2007-06-19,5.083,5.468
2007-06-20,5.134,5.503
2007-06-21,5.188,5.508
2007-06-22,5.132,5.524
2007-06-25,5.082,5.488
2007-06-26,5.08,5.469
2007-06-27,5.082,5.423
2007-06-28,5.105,5.435
2007-06-29,5.026,5.463
2007-07-02,4.991,5.42
2007-07-03,5.039,5.463
2007-07-04,5.039,5.497
2007-07-05,5.142,5.52
2007-07-06,5.184,5.547
2007-07-09,5.14,5.548
2007-07-10,5.023,5.446
2007-07-11,5.088,5.44
2007-07-12,5.126,5.464
2007-07-13,5.095,5.488
2007-07-16,5.041,5.456
2007-07-17,5.051,5.481
2007-07-18,5.03,5.412
2007-07-19,5.018,5.414
2007-07-20,4.952,5.307
2007-07-23,4.95,5.317
2007-07-24,4.911,5.311
2007-07-25,4.9,5.283
2007-07-26,4.787,5.21
2007-07-27,4.759,5.198
2007-07-30,4.804,5.161
2007-07-31,4.741,5.209
2007-08-01,4.794,5.202
2007-08-02,4.767,5.237
2007-08-03,4.686,5.184
2007-08-06,4.739,5.194
2007-08-07,4.77,5.204
2007-08-08,4.879,5.297
2007-08-09,4.77,5.255
2007-08-10,4.81,5.223
2007-08-13,4.762,5.233
2007-08-14,4.726,5.182
2007-08-15,4.726,5.131
2007-08-16,4.659,5.079
2007-08-17,4.687,5.076
2007-08-20,4.628,5.069
2007-08-21,4.592,5.004
2007-08-22,4.647,5.098
2007-08-23,4.647,5.064
2007-08-24,4.618,5.08
2007-08-27,4.565,5.079
2007-08-28,4.508,5.053
2007-08-29,4.561,5.036
2007-08-30,4.508,5.025
2007-08-31,4.531,5.036
2007-09-03,4.531,5.074
2007-09-04,4.549,5.082
2007-09-05,4.469,5.035
2007-09-06,4.51,5.018
2007-09-07,4.384,4.95
2007-09-10,4.324,4.9
2007-09-11,4.37,4.905
2007-09-12,4.412,4.9
2007-09-13,4.466,4.926
2007-09-14,4.456,4.867
2007-09-17,4.468,4.846
2007-09-18,4.474,4.947
2007-09-19,4.548,4.992
2007-09-20,4.698,5.037
2007-09-21,4.622,5.09
2007-09-24,4.63,5.072
2007-09-25,4.626,5.025
2007-09-26,4.622,5.058
2007-09-27,4.565,5.064
2007-09-28,4.588,5.011
2007-10-01,4.547,4.993
2007-10-02,4.524,4.964
2007-10-03,4.561,4.966
2007-10-04,4.512,4.941
2007-10-05,4.638,4.954
2007-10-08,4.638,4.949
2007-10-09,4.649,4.895
2007-10-10,4.651,4.982
2007-10-11,4.638,5.022
2007-10-12,4.683,5.077
2007-10-15,4.679,5.087
2007-10-16,4.649,5.075
2007-10-17,4.554,5.028
2007-10-18,4.491,4.969
2007-10-19,4.393,4.889
2007-10-22,4.413,4.879
2007-10-23,4.405,4.891
2007-10-24,4.341,4.84
2007-10-25,4.379,4.849
2007-10-26,4.403,4.846
2007-10-29,4.383,4.848
2007-10-30,4.381,4.872
2007-10-31,4.473,4.928
2007-11-01,4.348,4.919
2007-11-02,4.318,4.865
2007-11-05,4.336,4.856
2007-11-06,4.375,4.865
2007-11-07,4.31,4.83
2007-11-08,4.285,4.781
2007-11-09,4.215,4.737
2007-11-12,4.215,4.753
2007-11-13,4.265,4.75
2007-11-14,4.252,4.737
2007-11-15,4.142,4.676
2007-11-16,4.169,4.635
2007-11-19,4.073,4.608
2007-11-20,4.098,4.618
2007-11-21,4.009,4.56
2007-11-22,4.008,4.525
2007-11-23,4.001,4.564
2007-11-26,3.841,4.557
2007-11-27,3.95,4.59
2007-11-28,4.037,4.681
2007-11-29,3.936,4.575
2007-11-30,3.94,4.637
2007-12-03,3.848,4.584
2007-12-04,3.894,4.53
2007-12-05,3.957,4.487
2007-12-06,4.01,4.549
2007-12-07,4.107,4.641
2007-12-10,4.159,4.698
2007-12-11,3.971,4.67
2007-12-12,4.091,4.802
2007-12-13,4.203,4.764
2007-12-14,4.236,4.791
2007-12-17,4.147,4.756
2007-12-18,4.12,4.75
2007-12-19,4.03,4.681
2007-12-20,4.053,4.589
2007-12-21,4.17,4.637
2007-12-24,4.214,4.592
2007-12-25,4.214,4.601
2007-12-26,4.277,4.598
2007-12-27,4.199,4.63
2007-12-28,4.075,4.557
2007-12-31,4.025,4.508
2008-01-01,4.025,4.507
2008-01-02,3.905,4.44
2008-01-03,3.894,4.451
2008-01-04,3.867,4.406
2008-01-07,3.833,4.41
2008-01-08,3.784,4.449
2008-01-09,3.823,4.397
2008-01-10,3.886,4.402
2008-01-11,3.785,4.424
2008-01-14,3.767,4.414
2008-01-15,3.677,4.396
2008-01-16,3.736,4.383
2008-01-17,3.623,4.413
2008-01-18,3.632,4.439
2008-01-21,3.631,4.365
2008-01-22,3.435,4.499
2008-01-23,3.6,4.42
2008-01-24,3.704,4.535
2008-01-25,3.551,4.529
2008-01-28,3.582,4.488
2008-01-29,3.679,4.586
2008-01-30,3.667,4.567
2008-01-31,3.595,4.477
2008-02-01,3.594,4.473
2008-02-04,3.646,4.505
2008-02-05,3.572,4.409
2008-02-06,3.59,4.46
2008-02-07,3.762,4.43
2008-02-08,3.645,4.43
2008-02-11,3.616,4.497
2008-02-12,3.66,4.617
2008-02-13,3.73,4.617
2008-02-14,3.818,4.639
2008-02-15,3.77,4.603
2008-02-18,3.771,4.652
2008-02-19,3.898,4.644
2008-02-20,3.892,4.688
2008-02-21,3.773,4.685
2008-02-22,3.803,4.687
2008-02-25,3.898,4.722
2008-02-26,3.862,4.716
2008-02-27,3.85,4.702
2008-02-28,3.672,4.602
2008-02-29,3.511,4.469
2008-03-03,3.549,4.448
2008-03-04,3.626,4.411
2008-03-05,3.67,4.484
2008-03-06,3.585,4.389
2008-03-07,3.534,4.327
2008-03-10,3.457,4.292
2008-03-11,3.594,4.356
2008-03-12,3.462,4.421
2008-03-13,3.528,4.364
2008-03-14,3.47,4.328
2008-03-17,3.308,4.3
2008-03-18,3.485,4.355
2008-03-19,3.33,4.308
2008-03-20,3.335,4.289
2008-03-21,3.335,4.291
2008-03-24,3.558,4.288
2008-03-25,3.507,4.431
2008-03-26,3.462,4.437
2008-03-27,3.53,4.495
2008-03-28,3.443,4.411
2008-03-31,3.411,4.348
2008-04-01,3.56,4.447
2008-04-02,3.598,4.431
2008-04-03,3.579,4.451
2008-04-04,3.468,4.45
2008-04-07,3.537,4.505
2008-04-08,3.558,4.5
2008-04-09,3.483,4.514
2008-04-10,3.541,4.482
2008-04-11,3.471,4.41
2008-04-14,3.513,4.431
2008-04-15,3.602,4.434
2008-04-16,3.691,4.531
2008-04-17,3.729,4.649
2008-04-18,3.708,4.729
2008-04-21,3.727,4.674
2008-04-22,3.693,4.688
2008-04-23,3.733,4.67
2008-04-24,3.827,4.77
2008-04-25,3.872,4.782
2008-04-28,3.827,4.741
2008-04-29,3.821,4.684
2008-04-30,3.73,4.67
2008-05-01,3.765,4.623
2008-05-02,3.857,4.742
2008-05-05,3.869,4.742
2008-05-06,3.918,4.672
2008-05-07,3.849,4.713
2008-05-08,3.78,4.616
2008-05-09,3.771,4.58
2008-05-12,3.799,4.606
2008-05-13,3.915,4.708
2008-05-14,3.913,4.817
2008-05-15,3.816,4.825
2008-05-16,3.846,4.775
2008-05-19,3.831,4.828
2008-05-20,3.776,4.799
2008-05-21,3.809,4.883
2008-05-22,3.913,4.953
2008-05-23,3.844,4.923
2008-05-26,3.844,4.925
2008-05-27,3.921,4.925
2008-05-28,4.005,4.959
2008-05-29,4.077,5.032
2008-05-30,4.061,4.986
2008-06-02,3.959,4.955
2008-06-03,3.896,5.035
2008-06-04,3.978,4.949
2008-06-05,4.04,5.04
2008-06-06,3.911,4.992
2008-06-09,4,5.143
2008-06-10,4.105,5.131
2008-06-11,4.075,5.13
2008-06-12,4.213,5.155
2008-06-13,4.259,5.248
2008-06-16,4.269,5.215
2008-06-17,4.199,5.157
2008-06-18,4.138,5.158
2008-06-19,4.209,5.241
2008-06-20,4.166,5.148
2008-06-23,4.166,5.131
2008-06-24,4.084,5.148
2008-06-25,4.101,5.118
2008-06-26,4.035,5.008
2008-06-27,3.967,5.035
2008-06-30,3.971,5.13
2008-07-01,4.004,5.149
2008-07-02,3.959,5.126
2008-07-03,3.977,5.035
2008-07-04,3.977,4.963
2008-07-07,3.901,4.916
2008-07-08,3.884,4.906
2008-07-09,3.813,4.885
2008-07-10,3.798,4.869
2008-07-11,3.96,4.894
2008-07-14,3.857,4.896
2008-07-15,3.821,4.861
2008-07-16,3.936,4.872
2008-07-17,3.993,4.9
2008-07-18,4.085,5.04
2008-07-21,4.044,5.051
2008-07-22,4.101,4.998
2008-07-23,4.118,5.046
2008-07-24,3.999,4.977
2008-07-25,4.099,4.994
2008-07-28,4.003,4.951
2008-07-29,4.04,4.898
2008-07-30,4.046,4.847
2008-07-31,3.948,4.806
2008-08-01,3.933,4.838
2008-08-04,3.964,4.81
2008-08-05,4.019,4.765
2008-08-06,4.052,4.747
2008-08-07,3.925,4.684
2008-08-08,3.932,4.683
2008-08-11,3.995,4.712
2008-08-12,3.9,4.635
2008-08-13,3.936,4.605
2008-08-14,3.891,4.635
2008-08-15,3.84,4.575
2008-08-18,3.815,4.596
2008-08-19,3.834,4.59
2008-08-20,3.802,4.559
2008-08-21,3.831,4.572
2008-08-22,3.872,4.602
2008-08-25,3.786,4.595
2008-08-26,3.776,4.494
2008-08-27,3.765,4.505
2008-08-28,3.78,4.485
2008-08-29,3.813,4.48
2008-09-01,3.813,4.458
2008-09-02,3.735,4.495
2008-09-03,3.701,4.496
2008-09-04,3.625,4.456
2008-09-05,3.701,4.381
2008-09-08,3.676,4.483
2008-09-09,3.569,4.44
2008-09-10,3.631,4.456
2008-09-11,3.644,4.448
2008-09-12,3.721,4.6
2008-09-15,3.389,4.46
2008-09-16,3.438,4.418
2008-09-17,3.416,4.407
2008-09-18,3.546,4.416
2008-09-19,3.812,4.605
2008-09-22,3.837,4.689
2008-09-23,3.801,4.664
2008-09-24,3.812,4.572
2008-09-25,3.856,4.622
2008-09-26,3.854,4.546
2008-09-29,3.579,4.383
2008-09-30,3.825,4.449
2008-10-01,3.74,4.432
2008-10-02,3.629,4.372
2008-10-03,3.605,4.405
2008-10-06,3.455,4.216
2008-10-07,3.505,4.237
2008-10-08,3.642,4.297
2008-10-09,3.787,4.366
2008-10-10,3.872,4.466
2008-10-13,3.98,4.662
2008-10-14,4.079,4.744
2008-10-15,3.949,4.709
2008-10-16,3.961,4.722
2008-10-17,3.932,4.67
2008-10-20,3.843,4.614
2008-10-21,3.741,4.612
2008-10-22,3.596,4.483
2008-10-23,3.676,4.471
2008-10-24,3.687,4.358
2008-10-27,3.689,4.378
2008-10-28,3.836,4.393
2008-10-29,3.857,4.399
2008-10-30,3.966,4.437
2008-10-31,3.955,4.524
2008-11-03,3.916,4.499
2008-11-04,3.727,4.477
2008-11-05,3.704,4.424
2008-11-06,3.69,4.325
2008-11-07,3.795,4.19
2008-11-10,3.745,4.197
2008-11-11,3.745,4.216
2008-11-12,3.648,4.108
2008-11-13,3.857,4.091
2008-11-14,3.737,4.071
2008-11-17,3.65,4.104
2008-11-18,3.531,4.079
2008-11-19,3.322,4.044
2008-11-20,3.015,3.889
2008-11-21,3.199,3.858
2008-11-24,3.325,3.936
2008-11-25,3.11,3.87
2008-11-26,2.98,3.786
2008-11-27,2.98,3.784
2008-11-28,2.922,3.768
2008-12-01,2.733,3.66
2008-12-02,2.674,3.482
2008-12-03,2.66,3.43
2008-12-04,2.553,3.46
2008-12-05,2.705,3.419
2008-12-08,2.74,3.586
2008-12-09,2.642,3.577
2008-12-10,2.684,3.57
2008-12-11,2.604,3.601
2008-12-12,2.572,3.598
2008-12-15,2.514,3.472
2008-12-16,2.257,3.399
2008-12-17,2.193,3.226
2008-12-18,2.08,3.175
2008-12-19,2.125,3.178
2008-12-22,2.172,3.13
2008-12-23,2.175,3.124
2008-12-24,2.184,3.052
2008-12-25,2.183,3.053
2008-12-26,2.133,3.052
2008-12-29,2.1,3.1
2008-12-30,2.055,3.089
2008-12-31,2.214,3.02
2009-01-01,2.213,3.02
2009-01-02,2.371,3.035
2009-01-05,2.483,3.154
2009-01-06,2.447,3.261
2009-01-07,2.496,3.285
2009-01-08,2.441,3.22
2009-01-09,2.392,3.135
2009-01-12,2.306,3.139
2009-01-13,2.294,3.207
2009-01-14,2.201,3.12
2009-01-15,2.207,3.14
2009-01-16,2.32,3.297
2009-01-19,2.32,3.429
2009-01-20,2.379,3.515
2009-01-21,2.538,3.444
2009-01-22,2.594,3.505
2009-01-23,2.619,3.686
2009-01-26,2.643,3.696
2009-01-27,2.529,3.668
2009-01-28,2.668,3.644
2009-01-29,2.86,3.687
2009-01-30,2.842,3.704
2009-02-02,2.724,3.696
2009-02-03,2.886,3.749
2009-02-04,2.937,3.772
2009-02-05,2.914,3.717
2009-02-06,2.994,3.735
2009-02-09,2.986,3.965
2009-02-10,2.815,3.853
2009-02-11,2.755,3.612
2009-02-12,2.788,3.477
2009-02-13,2.891,3.558
2009-02-16,2.891,3.496
2009-02-17,2.65,3.415
2009-02-18,2.757,3.388
2009-02-19,2.855,3.509
2009-02-20,2.79,3.415
2009-02-23,2.755,3.458
2009-02-24,2.797,3.415
2009-02-25,2.928,3.458
2009-02-26,2.993,3.641
2009-02-27,3.015,3.623
2009-03-02,2.864,3.56
2009-03-03,2.879,3.557
2009-03-04,2.976,3.643
2009-03-05,2.813,3.358
2009-03-06,2.874,3.064
2009-03-09,2.861,3.127
2009-03-10,3.006,3.113
2009-03-11,2.907,3.092
2009-03-12,2.855,2.951
2009-03-13,2.892,2.949
2009-03-16,2.955,3.034
2009-03-17,3.008,3.07
2009-03-18,2.535,3.114
2009-03-19,2.604,3.034
2009-03-20,2.636,3.028
2009-03-23,2.654,3.137
2009-03-24,2.703,3.333
2009-03-25,2.786,3.281
2009-03-26,2.741,3.31
2009-03-27,2.759,3.286
2009-03-30,2.714,3.179
2009-03-31,2.665,3.166
2009-04-01,2.656,3.131
2009-04-02,2.768,3.373
2009-04-03,2.887,3.424
2009-04-06,2.924,3.442
2009-04-07,2.898,3.441
2009-04-08,2.858,3.351
2009-04-09,2.923,3.285
2009-04-10,2.924,3.288
2009-04-13,2.86,3.29
2009-04-14,2.786,3.212
2009-04-15,2.766,3.257
2009-04-16,2.832,3.238
2009-04-17,2.947,3.357
2009-04-20,2.838,3.215
2009-04-21,2.899,3.311
2009-04-22,2.942,3.446
2009-04-23,2.921,3.518
2009-04-24,2.992,3.487
2009-04-27,2.91,3.484
2009-04-28,3.009,3.456
2009-04-29,3.109,3.455
2009-04-30,3.121,3.501
2009-05-01,3.155,3.553
2009-05-04,3.153,3.547
2009-05-05,3.161,3.555
2009-05-06,3.163,3.605
2009-05-07,3.339,3.678
2009-05-08,3.287,3.729
2009-05-11,3.167,3.658
2009-05-12,3.175,3.661
2009-05-13,3.121,3.519
2009-05-14,3.09,3.48
2009-05-15,3.136,3.537
2009-05-18,3.232,3.48
2009-05-19,3.245,3.5
2009-05-20,3.193,3.578
2009-05-21,3.366,3.665
2009-05-22,3.451,3.727
2009-05-25,3.451,3.729
2009-05-26,3.549,3.681
2009-05-27,3.74,3.745
2009-05-28,3.614,3.8
2009-05-29,3.461,3.747
2009-06-01,3.675,3.84
2009-06-02,3.615,3.893
2009-06-03,3.542,3.785
2009-06-04,3.712,3.849
2009-06-05,3.83,3.922
2009-06-08,3.876,3.868
2009-06-09,3.858,3.849
2009-06-10,3.948,3.921
2009-06-11,3.856,4.024
2009-06-12,3.794,3.974
2009-06-15,3.713,3.877
2009-06-16,3.661,3.899
2009-06-17,3.69,3.785
2009-06-18,3.83,3.845
2009-06-19,3.783,3.81
2009-06-22,3.683,3.743
2009-06-23,3.623,3.74
2009-06-24,3.687,3.704
2009-06-25,3.542,3.706
2009-06-26,3.538,3.687
2009-06-29,3.479,3.616
2009-06-30,3.535,3.69
2009-07-01,3.538,3.77
2009-07-02,3.496,3.741
2009-07-03,3.5,3.729
2009-07-06,3.508,3.668
2009-07-07,3.456,3.682
2009-07-08,3.31,3.618
2009-07-09,3.405,3.79
2009-07-10,3.304,3.741
2009-07-13,3.352,3.673
2009-07-14,3.472,3.74
2009-07-15,3.606,3.8
2009-07-16,3.571,3.766
2009-07-17,3.645,3.813
2009-07-20,3.608,3.829
2009-07-21,3.484,3.794
2009-07-22,3.546,3.841
2009-07-23,3.657,3.967
2009-07-24,3.66,3.963
2009-07-27,3.721,3.968
2009-07-28,3.688,3.933
2009-07-29,3.66,3.968
2009-07-30,3.609,3.95
2009-07-31,3.481,3.801
2009-08-03,3.635,3.879
2009-08-04,3.687,3.852
2009-08-05,3.748,3.827
2009-08-06,3.752,3.732
2009-08-07,3.852,3.797
2009-08-10,3.778,3.783
2009-08-11,3.67,3.81
2009-08-12,3.719,3.789
2009-08-13,3.6,3.786
2009-08-14,3.571,3.679
2009-08-17,3.47,3.605
2009-08-18,3.511,3.656
2009-08-19,3.454,3.586
2009-08-20,3.433,3.607
2009-08-21,3.567,3.642
2009-08-24,3.477,3.631
2009-08-25,3.437,3.551
2009-08-26,3.435,3.547
2009-08-27,3.455,3.557
2009-08-28,3.447,3.555
2009-08-31,3.399,3.556
2009-09-01,3.364,3.56
2009-09-02,3.307,3.546
2009-09-03,3.346,3.593
2009-09-04,3.44,3.624
2009-09-07,3.443,3.635
2009-09-08,3.484,3.675
2009-09-09,3.473,3.759
2009-09-10,3.349,3.678
2009-09-11,3.349,3.61
2009-09-14,3.423,3.609
2009-09-15,3.456,3.618
2009-09-16,3.471,3.69
2009-09-17,3.385,3.729
2009-09-18,3.465,3.741
2009-09-21,3.482,3.74
2009-09-22,3.446,3.765
2009-09-23,3.42,3.751
2009-09-24,3.383,3.692
2009-09-25,3.32,3.61
2009-09-28,3.282,3.627
2009-09-29,3.292,3.614
2009-09-30,3.307,3.592
2009-10-01,3.181,3.488
2009-10-02,3.221,3.439
2009-10-05,3.222,3.401
2009-10-06,3.257,3.405
2009-10-07,3.184,3.385
2009-10-08,3.25,3.356
2009-10-09,3.382,3.453
2009-10-12,3.38,3.381
2009-10-13,3.349,3.402
2009-10-14,3.415,3.498
2009-10-15,3.458,3.569
2009-10-16,3.413,3.599
2009-10-19,3.391,3.605
2009-10-20,3.343,3.539
2009-10-21,3.387,3.707
2009-10-22,3.415,3.707
2009-10-23,3.492,3.675
2009-10-26,3.556,3.697
2009-10-27,3.447,3.61
2009-10-28,3.417,3.607
2009-10-29,3.499,3.673
2009-10-30,3.385,3.619
2009-11-02,3.416,3.663
2009-11-03,3.467,3.722
2009-11-04,3.526,3.792
2009-11-05,3.526,3.854
2009-11-06,3.499,3.885
2009-11-09,3.488,3.835
2009-11-10,3.474,3.792
2009-11-11,3.489,3.755
2009-11-12,3.446,3.778
2009-11-13,3.42,3.795
2009-11-16,3.336,3.748
2009-11-17,3.325,3.672
2009-11-18,3.366,3.681
2009-11-19,3.338,3.659
2009-11-20,3.368,3.638
2009-11-23,3.351,3.665
2009-11-24,3.305,3.655
2009-11-25,3.271,3.634
2009-11-26,3.271,3.53
2009-11-27,3.207,3.545
2009-11-30,3.2,3.523
2009-12-01,3.284,3.547
2009-12-02,3.312,3.591
2009-12-03,3.386,3.627
2009-12-04,3.474,3.709
2009-12-07,3.431,3.694
2009-12-08,3.382,3.696
2009-12-09,3.435,3.666
2009-12-10,3.499,3.808
2009-12-11,3.552,3.859
2009-12-14,3.55,3.832
2009-12-15,3.588,3.894
2009-12-16,3.599,3.885
2009-12-17,3.48,3.847
2009-12-18,3.539,3.776
2009-12-21,3.676,3.864
2009-12-22,3.756,3.908
2009-12-23,3.75,3.992
2009-12-24,3.805,3.996
2009-12-25,3.805,3.995
2009-12-28,3.842,3.996
2009-12-29,3.799,4.082
2009-12-30,3.788,4.066
2009-12-31,3.839,4.015
2010-01-01,3.837,4.015
2010-01-04,3.817,3.964
2010-01-05,3.763,4.016
2010-01-06,3.823,4.053
2010-01-07,3.825,4.052
2010-01-08,3.832,4.063
2010-01-11,3.82,3.98
2010-01-12,3.713,3.934
2010-01-13,3.793,3.959
2010-01-14,3.74,3.982
2010-01-15,3.676,3.938
2010-01-18,3.676,3.937
2010-01-19,3.694,4.026
2010-01-20,3.649,4.014
2010-01-21,3.588,3.926
2010-01-22,3.609,3.921
2010-01-25,3.628,3.909
2010-01-26,3.621,3.878
2010-01-27,3.65,3.882
2010-01-28,3.636,3.939
2010-01-29,3.586,3.911
2010-02-01,3.652,3.898
2010-02-02,3.642,3.913
2010-02-03,3.707,3.915
2010-02-04,3.608,3.897
2010-02-05,3.567,3.883
2010-02-08,3.562,3.947
2010-02-09,3.647,3.964
2010-02-10,3.692,3.926
2010-02-11,3.72,4.024
2010-02-12,3.695,4.042
2010-02-15,3.693,4.064
2010-02-16,3.659,4.036
2010-02-17,3.733,4.03
2010-02-18,3.803,4.098
2010-02-19,3.775,4.172
2010-02-22,3.797,4.23
2010-02-23,3.685,4.173
2010-02-24,3.693,4.076
2010-02-25,3.634,4.03
2010-02-26,3.614,4.031
2010-03-01,3.61,4.076
2010-03-02,3.606,4.02
2010-03-03,3.619,4.032
2010-03-04,3.604,4.003
2010-03-05,3.682,4.063
2010-03-08,3.718,4.099
2010-03-09,3.702,4.05
2010-03-10,3.723,4.075
2010-03-11,3.729,4.149
2010-03-12,3.702,4.098
2010-03-15,3.697,4.064
2010-03-16,3.651,4.026
2010-03-17,3.638,4.006
2010-03-18,3.678,3.983
2010-03-19,3.691,3.955
2010-03-22,3.661,3.922
2010-03-23,3.687,3.917
2010-03-24,3.854,3.979
2010-03-25,3.88,4.035
2010-03-26,3.849,4.037
2010-03-29,3.866,3.975
2010-03-30,3.859,3.99
2010-03-31,3.828,3.939
2010-04-01,3.87,3.922
2010-04-02,3.947,3.92
2010-04-05,3.988,3.923
2010-04-06,3.952,4.013
2010-04-07,3.855,4.06
2010-04-08,3.892,4.009
2010-04-09,3.884,4.045
2010-04-12,3.844,4.05
2010-04-13,3.822,4.017
2010-04-14,3.861,4.031
2010-04-15,3.834,4.035
2010-04-16,3.764,3.984
2010-04-19,3.799,3.991
2010-04-20,3.801,4.02
2010-04-21,3.738,4.02
2010-04-22,3.774,3.987
2010-04-23,3.811,4.044
2010-04-26,3.807,3.996
2010-04-27,3.69,3.963
2010-04-28,3.765,3.943
2010-04-29,3.726,3.95
2010-04-30,3.655,3.852
2010-05-03,3.684,3.907
2010-05-04,3.592,3.839
2010-05-05,3.541,3.817
2010-05-06,3.396,3.799
2010-05-07,3.427,3.831
2010-05-10,3.543,3.922
2010-05-11,3.525,3.886
2010-05-12,3.573,3.846
2010-05-13,3.531,3.841
2010-05-14,3.455,3.751
2010-05-17,3.489,3.742
2010-05-18,3.348,3.754
2010-05-19,3.37,3.661
2010-05-20,3.214,3.564
2010-05-21,3.24,3.55
2010-05-24,3.196,3.546
2010-05-25,3.16,3.469
2010-05-26,3.19,3.557
2010-05-27,3.362,3.613
2010-05-28,3.294,3.581
2010-05-31,3.287,3.581
2010-06-01,3.261,3.575
2010-06-02,3.342,3.547
2010-06-03,3.366,3.584
2010-06-04,3.204,3.513
2010-06-07,3.144,3.494
2010-06-08,3.188,3.469
2010-06-09,3.175,3.528
2010-06-10,3.321,3.56
2010-06-11,3.236,3.463
2010-06-14,3.255,3.546
2010-06-15,3.304,3.553
2010-06-16,3.262,3.536
2010-06-17,3.19,3.483
2010-06-18,3.221,3.544
2010-06-21,3.243,3.514
2010-06-22,3.168,3.457
2010-06-23,3.121,3.437
2010-06-24,3.139,3.389
2010-06-25,3.11,3.383
2010-06-28,3.023,3.376
2010-06-29,2.951,3.389
2010-06-30,2.933,3.355
2010-07-01,2.949,3.316
2010-07-02,2.979,3.354
2010-07-05,2.975,3.321
2010-07-06,2.932,3.346
2010-07-07,2.982,3.359
2010-07-08,3.032,3.373
2010-07-09,3.054,3.332
2010-07-12,3.065,3.336
2010-07-13,3.123,3.376
2010-07-14,3.044,3.398
2010-07-15,2.996,3.375
2010-07-16,2.923,3.332
2010-07-19,2.955,3.353
2010-07-20,2.95,3.354
2010-07-21,2.88,3.346
2010-07-22,2.937,3.361
2010-07-23,2.996,3.437
2010-07-26,2.994,3.454
2010-07-27,3.05,3.516
2010-07-28,2.987,3.486
2010-07-29,2.981,3.414
2010-07-30,2.907,3.325
2010-08-02,2.963,3.349
2010-08-03,2.91,3.275
2010-08-04,2.952,3.292
2010-08-05,2.903,3.236
2010-08-06,2.818,3.224
2010-08-09,2.831,3.242
2010-08-10,2.761,3.255
2010-08-11,2.683,3.143
2010-08-12,2.747,3.115
2010-08-13,2.673,3.122
2010-08-16,2.564,3.041
2010-08-17,2.634,3.063
2010-08-18,2.634,3.027
2010-08-19,2.577,3.007
2010-08-20,2.612,2.975
2010-08-23,2.6,2.971
2010-08-24,2.49,2.879
2010-08-25,2.536,2.843
2010-08-26,2.477,2.887
2010-08-27,2.646,2.901
2010-08-30,2.53,2.9
2010-08-31,2.47,2.832
2010-09-01,2.575,2.931
2010-09-02,2.625,2.962
2010-09-03,2.699,3.008
2010-09-06,2.704,2.982
2010-09-07,2.596,2.914
2010-09-08,2.657,2.989
2010-09-09,2.761,3.053
2010-09-10,2.794,3.125
2010-09-13,2.75,3.117
2010-09-14,2.681,3.055
2010-09-15,2.723,3.084
